"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US060014094002","Block Group 2, Census Tract 4094, Alameda County, California","2242","557",
"1500000US060014094003","Block Group 3, Census Tract 4094, Alameda County, California","1919","598",
"1500000US060014095001","Block Group 1, Census Tract 4095, Alameda County, California","1409","443",
"1500000US060014095002","Block Group 2, Census Tract 4095, Alameda County, California","1375","420",
"1500000US060014095003","Block Group 3, Census Tract 4095, Alameda County, California","1093","242",
"1500000US060014096001","Block Group 1, Census Tract 4096, Alameda County, California","897","444",
"1500000US060014096002","Block Group 2, Census Tract 4096, Alameda County, California","756","319",
"1500000US060014096003","Block Group 3, Census Tract 4096, Alameda County, California","840","382",
"1500000US060014096004","Block Group 4, Census Tract 4096, Alameda County, California","667","369",
"1500000US060014096005","Block Group 5, Census Tract 4096, Alameda County, California","1434","553",
"1500000US060014097001","Block Group 1, Census Tract 4097, Alameda County, California","1147","350",
"1500000US060014097002","Block Group 2, Census Tract 4097, Alameda County, California","1846","532",
"1500000US060014097003","Block Group 3, Census Tract 4097, Alameda County, California","1266","686",
"1500000US060014097004","Block Group 4, Census Tract 4097, Alameda County, California","967","353",
"1500000US060014098001","Block Group 1, Census Tract 4098, Alameda County, California","710","189",
"1500000US060014098002","Block Group 2, Census Tract 4098, Alameda County, California","1684","427",
"1500000US060014098003","Block Group 3, Census Tract 4098, Alameda County, California","1009","498",
"1500000US060014099001","Block Group 1, Census Tract 4099, Alameda County, California","433","193",
"1500000US060014099002","Block Group 2, Census Tract 4099, Alameda County, California","967","451",
"1500000US060014099003","Block Group 3, Census Tract 4099, Alameda County, California","1190","310",
"1500000US060014099004","Block Group 4, Census Tract 4099, Alameda County, California","1105","301",
"1500000US060014100001","Block Group 1, Census Tract 4100, Alameda County, California","983","315",
"1500000US060014100002","Block Group 2, Census Tract 4100, Alameda County, California","2375","517",
"1500000US060014100003","Block Group 3, Census Tract 4100, Alameda County, California","0","13",
"1500000US060014101001","Block Group 1, Census Tract 4101, Alameda County, California","1147","267",
"1500000US060014101002","Block Group 2, Census Tract 4101, Alameda County, California","1599","346",
"1500000US060014102001","Block Group 1, Census Tract 4102, Alameda County, California","1309","509",
